Category,Dictonary_Name,Parameter Name,Parameter Description,amount,unit,uncertainty_type,loc,scale,shape,minimum,maximum,Reference,Comment
Raw WWT Solids PFAS Concentration,RawWWTSolids_PFAS,PFBA,PFBA concentration,0.022019,10e-6g/kg,5,0.022019,,,0.000097,0.147097,[18],"Based on Vermont PFAS waste testing report sludge estimates, assuming TS solids content and influent PFAS concentration of 0.0001 ug/L "
Raw WWT Solids PFAS Concentration,RawWWTSolids_PFAS,PFPeA,PFPeA concentration,0.05485,10e-6g/kg,5,0.05485,,,0.000097,0.747097,[18],"Based on Vermont PFAS waste testing report sludge estimates, assuming TS solids content and influent PFAS concentration of 0.0001 ug/L "
Raw WWT Solids PFAS Concentration,RawWWTSolids_PFAS,PFHxA,PFHxA concentration,0.076813,10e-6g/kg,5,0.076813,,,0.000097,0.339097,[18],"Based on Vermont PFAS waste testing report sludge estimates, assuming TS solids content and influent PFAS concentration of 0.0001 ug/L "
Raw WWT Solids PFAS Concentration,RawWWTSolids_PFAS,PFHpA,PFHpA concentration,0.013313,10e-6g/kg,5,0.013313,,,0.000097,0.130297,[18],"Based on Vermont PFAS waste testing report sludge estimates, assuming TS solids content and influent PFAS concentration of 0.0001 ug/L "
Raw WWT Solids PFAS Concentration,RawWWTSolids_PFAS,PFNA,PFNA concentration,0.056057,10e-6g/kg,5,0.056057,,,0.000097,0.201397,[18],"Based on Vermont PFAS waste testing report sludge estimates, assuming TS solids content and influent PFAS concentration of 0.0001 ug/L "
Raw WWT Solids PFAS Concentration,RawWWTSolids_PFAS,PFDA,PFDA concentration,0.232912,10e-6g/kg,5,0.232912,,,0.020977,2.529097,[18],"Based on Vermont PFAS waste testing report sludge estimates, assuming TS solids content and influent PFAS concentration of 0.0001 ug/L "
Raw WWT Solids PFAS Concentration,RawWWTSolids_PFAS,PFBS,PFBS concentration,0.018838,10e-6g/kg,5,0.018838,,,0.000097,0.239197,[18],"Based on Vermont PFAS waste testing report sludge estimates, assuming TS solids content and influent PFAS concentration of 0.0001 ug/L "
Raw WWT Solids PFAS Concentration,RawWWTSolids_PFAS,PFHxS,PFHxS concentration,0.016175,10e-6g/kg,5,0.016175,,,0.000097,0.083497,[18],"Based on Vermont PFAS waste testing report sludge estimates, assuming TS solids content and influent PFAS concentration of 0.0001 ug/L "
WWT Effluent,WWTEffluent,density,Density,1,kg/L,,,,,,,,
WWT Effluent,WWTEffluent,ts_cont,Total solids content - wet,0.00003,kg-TS/kg,,,,,0,0.000045,,"Default value based on TSS in Neuse River WWT in Raleigh, NC (avg 0.3 TSS/L in 2018). 30 mg/L mandated by Clean Water Act"
WWT Effluent,WWTEffluent,C_cont,Organic C content - dry,0.5,fraction TS,,,,,,,,
WWT Effluent PFAS Concentration,WWTEffluent_PFAS,PFOA,PFOA concentration,0.1,10e-6g/kg,4,,,,0,0.5,[19],Assuming values based on PFOA
WWT Effluent PFAS Concentration,WWTEffluent_PFAS,PFOS,PFOS concentration,0.01,10e-6g/kg,4,,,,0,0.5,[19],
WWT Effluent PFAS Concentration,WWTEffluent_PFAS,PFBA,PFBA concentration,0,10e-6g/kg,,,,,0,0.5,,
WWT Effluent PFAS Concentration,WWTEffluent_PFAS,PFPeA,PFPeA concentration,0,10e-6g/kg,,,,,0,0.5,,
WWT Effluent PFAS Concentration,WWTEffluent_PFAS,PFHxA,PFHxA concentration,0,10e-6g/kg,,,,,0,0.5,,
WWT Effluent PFAS Concentration,WWTEffluent_PFAS,PFHpA,PFHpA concentration,0,10e-6g/kg,,,,,0,0.5,,
WWT Effluent PFAS Concentration,WWTEffluent_PFAS,PFNA,PFNA concentration,0.007,10e-6g/kg,4,,,,0,0.5,[19],
WWT Effluent PFAS Concentration,WWTEffluent_PFAS,PFDA,PFDA concentration,0.003,10e-6g/kg,4,,,,0,0.5,[19],
WWT Effluent PFAS Concentration,WWTEffluent_PFAS,PFBS,PFBS concentration,0,10e-6g/kg,,,,,0,0.5,,
WWT Effluent PFAS Concentration,WWTEffluent_PFAS,PFHxS,PFHxS concentration,0.007,10e-6g/kg,4,,,,0,0.5,[19],
Spent GAC,SpentGAC,bulk_dens,Bulk density - wet,500,kg/m3,,,,,,,,
Spent GAC,SpentGAC,ts_cont,Total solids content - wet,0.9,fraction wet weight,,,,,,,,
Spent GAC,SpentGAC,Ash_cont,VS content - dry,0.078,kg VS/kg TS,4,,,,0.04,0.14,,"Ash content will vary based on GAC type (coconut, wood, etc.)"
Spent GAC,SpentGAC,C_cont,Organic C content - dry,0.7,fraction TS,,,,,,,,
Spent GAC PFAS Concentration,SpentGAC_PFAS,PFOA,PFOA concentration,900,10e-6g/kg,,,,,,,,
Spent GAC PFAS Concentration,SpentGAC_PFAS,PFOS,PFOS concentration,1500,10e-6g/kg,,,,,,,,
Spent GAC PFAS Concentration,SpentGAC_PFAS,PFBA,PFBA concentration,0,10e-6g/kg,,,,,,,,****need data****
Spent GAC PFAS Concentration,SpentGAC_PFAS,PFPeA,PFPeA concentration,0,10e-6g/kg,,,,,,,,****need data****
Spent GAC PFAS Concentration,SpentGAC_PFAS,PFHxA,PFHxA concentration,0,10e-6g/kg,,,,,,,,****need data****
Spent GAC PFAS Concentration,SpentGAC_PFAS,PFHpA,PFHpA concentration,0,10e-6g/kg,,,,,,,,****need data****
Spent GAC PFAS Concentration,SpentGAC_PFAS,PFNA,PFNA concentration,0,10e-6g/kg,,,,,,,,****need data****
Spent GAC PFAS Concentration,SpentGAC_PFAS,PFDA,PFDA concentration,0,10e-6g/kg,,,,,,,,****need data****
Spent GAC PFAS Concentration,SpentGAC_PFAS,PFBS,PFBS concentration,0,10e-6g/kg,,,,,,,,****need data****
Spent GAC PFAS Concentration,SpentGAC_PFAS,PFHxS,PFHxS concentration,0,10e-6g/kg,,,,,,,,****need data****
RO Concentrate,ROConcentrate,density,Density,1,kg/L,,,,,,,,****need data****
RO Concentrate,ROConcentrate,ts_cont,Total solids content - wet,0.9,fraction wet weight,,,,,,,,****need data****
RO Concentrate,ROConcentrate,VS_cont,VS content - dry,0.922,kg VS/kg TS,,,,,,,,****need data****
RO Concentrate,ROConcentrate,C_cont,Organic C content - dry,0.7,fraction TS,,,,,,,,****need data****
RO Concentrate PFAS Concentration,ROConcentrate_PFAS,PFOA,PFOA concentration,72462250,10e-6g/kg,,,,,,,,****need data****
RO Concentrate PFAS Concentration,ROConcentrate_PFAS,PFOS,PFOS concentration,112529250,10e-6g/kg,,,,,,,,****need data****
RO Concentrate PFAS Concentration,ROConcentrate_PFAS,PFBA,PFBA concentration,0,10e-6g/kg,,,,,,,,
RO Concentrate PFAS Concentration,ROConcentrate_PFAS,PFPeA,PFPeA concentration,0,10e-6g/kg,,,,,,,,
RO Concentrate PFAS Concentration,ROConcentrate_PFAS,PFHxA,PFHxA concentration,0,10e-6g/kg,,,,,,,,
RO Concentrate PFAS Concentration,ROConcentrate_PFAS,PFHpA,PFHpA concentration,0,10e-6g/kg,,,,,,,,
RO Concentrate PFAS Concentration,ROConcentrate_PFAS,PFNA,PFNA concentration,0,10e-6g/kg,,,,,,,,
RO Concentrate PFAS Concentration,ROConcentrate_PFAS,PFDA,PFDA concentration,0,10e-6g/kg,,,,,,,,
RO Concentrate PFAS Concentration,ROConcentrate_PFAS,PFBS,PFBS concentration,0,10e-6g/kg,,,,,,,,
RO Concentrate PFAS Concentration,ROConcentrate_PFAS,PFHxS,PFHxS concentration,0,10e-6g/kg,,,,,,,,
Spent IER,SpentIER,density,Density,1,kg/L,,,,,,,,****need data****New param***
Spent IER,SpentIER,ts_cont,Total solids content - wet,0.9,fraction wet weight,,,,,,,,****need data****New param***
Spent IER,SpentIER,VS_cont,VS content - dry,0.922,kg VS/kg TS,,,,,,,,****need data****New param***
Spent IER,SpentIER,C_cont,Organic C content - dry,0.7,fraction TS,,,,,,,,****need data****New param***
Spent IER PFAS Concentration,SpentIER_PFAS,PFOA,PFOA concentration,72462250,10e-6g/kg,,,,,,,,****need data****New param***
Spent IER PFAS Concentration,SpentIER_PFAS,PFOS,PFOS concentration,112529250,10e-6g/kg,,,,,,,,****need data****New param***
Spent IER PFAS Concentration,SpentIER_PFAS,PFBA,PFBA concentration,0,10e-6g/kg,,,,,,,,
Spent IER PFAS Concentration,SpentIER_PFAS,PFPeA,PFPeA concentration,0,10e-6g/kg,,,,,,,,
Spent IER PFAS Concentration,SpentIER_PFAS,PFHxA,PFHxA concentration,0,10e-6g/kg,,,,,,,,
Spent IER PFAS Concentration,SpentIER_PFAS,PFHpA,PFHpA concentration,0,10e-6g/kg,,,,,,,,
Spent IER PFAS Concentration,SpentIER_PFAS,PFNA,PFNA concentration,0,10e-6g/kg,,,,,,,,
Spent IER PFAS Concentration,SpentIER_PFAS,PFDA,PFDA concentration,0,10e-6g/kg,,,,,,,,
Spent IER PFAS Concentration,SpentIER_PFAS,PFBS,PFBS concentration,0,10e-6g/kg,,,,,,,,
Spent IER PFAS Concentration,SpentIER_PFAS,PFHxS,PFHxS concentration,0,10e-6g/kg,,,,,,,,
AFFF,AFFF,density,Density,1.012,kg/L,,,,,,,,****need data****New param***
AFFF PFAS Concentration,AFFF_PFAS,PFOA,PFOA concentration,6.58,10e-6g/kg,4,,,,6,7.16,Tenorio et al. (2020),****need data****New param***
AFFF PFAS Concentration,AFFF_PFAS,PFOS,PFOS concentration,45,10e-6g/kg,4,,,,36.2,53.8,Tenorio et al. (2020),****need data****New param***
AFFF PFAS Concentration,AFFF_PFAS,PFBA,PFBA concentration,24.4,10e-6g/kg,4,,,,23.6,25.2,Tenorio et al. (2020),
AFFF PFAS Concentration,AFFF_PFAS,PFPeA,PFPeA concentration,33,10e-6g/kg,4,,,,29.4,36.6,Tenorio et al. (2020),
AFFF PFAS Concentration,AFFF_PFAS,PFHxA,PFHxA concentration,50.7,10e-6g/kg,4,,,,44.1,57.3,Tenorio et al. (2020),
AFFF PFAS Concentration,AFFF_PFAS,PFHpA,PFHpA concentration,12.3,10e-6g/kg,4,,,,10.3,14.3,Tenorio et al. (2020),
AFFF PFAS Concentration,AFFF_PFAS,PFNA,PFNA concentration,0,10e-6g/kg,,,,,,,Tenorio et al. (2020),NR
AFFF PFAS Concentration,AFFF_PFAS,PFDA,PFDA concentration,0,10e-6g/kg,,,,,,,Tenorio et al. (2020),NR
AFFF PFAS Concentration,AFFF_PFAS,PFBS,PFBS concentration,2,10e-6g/kg,4,,,,1.8,2.2,Tenorio et al. (2020),
AFFF PFAS Concentration,AFFF_PFAS,PFHxS,PFHxS concentration,14.5,10e-6g/kg,4,,,,12.7,16.3,Tenorio et al. (2020),
C_D Waste,C_DWaste,bulk_dens,Bulk density - wet,574,kg/m3,4,,,,319,995,Tiwary (2015),
C_D Waste,C_DWaste,ts_cont,Total solids content - wet,0.973,fraction wet weight,4,,,,0.921,0.958,Tiwary (2015),
C_D Waste,C_DWaste,VS_cont,VS content - dry,0.827,kg VS/kg TS,4,,,,0.7692,0.88,Tiwary (2015),
C_D Waste,C_DWaste,C_cont,Organic C content - dry,0.24,fraction TS,,,,,,,,Developed from IPCC Waste Data 2006
C_D Waste PFAS Concentration,C_DWaste_PFAS,PFOA,PFOA concentration,0.6,10e-6g/kg,,,,,,,,
C_D Waste PFAS Concentration,C_DWaste_PFAS,PFOS,PFOS concentration,1.97,10e-6g/kg,,,,,,,,
C_D Waste PFAS Concentration,C_DWaste_PFAS,PFBA,PFBA concentration,0,10e-6g/kg,,,,,,,,No data
C_D Waste PFAS Concentration,C_DWaste_PFAS,PFPeA,PFPeA concentration,0,10e-6g/kg,,,,,,,,No data
C_D Waste PFAS Concentration,C_DWaste_PFAS,PFHxA,PFHxA concentration,0,10e-6g/kg,,,,,,,,No data
C_D Waste PFAS Concentration,C_DWaste_PFAS,PFHpA,PFHpA concentration,0,10e-6g/kg,,,,,,,,No data
C_D Waste PFAS Concentration,C_DWaste_PFAS,PFNA,PFNA concentration,0,10e-6g/kg,,,,,,,,No data
C_D Waste PFAS Concentration,C_DWaste_PFAS,PFDA,PFDA concentration,0,10e-6g/kg,,,,,,,,No data
C_D Waste PFAS Concentration,C_DWaste_PFAS,PFBS,PFBS concentration,0,10e-6g/kg,,,,,,,,No data
C_D Waste PFAS Concentration,C_DWaste_PFAS,PFHxS,PFHxS concentration,0,10e-6g/kg,,,,,,,,No data
